organization,soil_property,prep_transform,train,prep_spectra,components,n,rmse,bias,rsq,ccc,rpd,rpiq
1,pH_H20,withoutTransform,int10CVrep10,BOC,6,70,0.5250424157758187,-0.022766349479504917,0.8104941543864363,0.8990442441173433,2.259578609762041,3.842463410972948
1,pH_H20,withoutTransform,int10CVrep10,raw,11,70,0.6590996317578461,-0.0422615288541648,0.7840551134447736,0.873696767544291,1.8769512723924104,2.965912365357502
1,pH_H20,withoutTransform,int10CVrep10,SG1stDer,5,70,0.6637823171509969,-0.06663535930884398,0.7510945047420825,0.8619935768202955,1.843736494697231,2.913427188289923
1,pH_H20,withoutTransform,int10CVrep10,SNV,7,70,0.4590299935190664,0.02910022208196321,0.8597192160906133,0.926023135046606,2.67948463313758,4.234055898573519
1,pH_H20,withoutTransform,int10CVrep10,SNVplusSG1stDer,8,70,0.4402826781456313,4.5268494713442e-4,0.8759593737675058,0.9351090544227014,2.779519957350727,4.392129264366412
1,pH_H20,withoutTransform,int10CVrep10,wavelet,14,70,0.5604822357113455,-6.508070066793548e-5,0.837174159253671,0.9049661818879602,2.2701952500517004,3.5873068539077706
1,potassium_cmolkg,logTransform,int10CVrep10,BOC,6,69,0.5204919798392587,-0.0013994747387649266,0.5630924255279374,0.7447317930413723,1.4918498627239658,1.8802178310154227
1,potassium_cmolkg,logTransform,int10CVrep10,raw,5,69,0.5479047748342561,-0.012511620847666678,0.5133287869308238,0.7107240562205964,1.4026006779445042,1.861282730682785
1,potassium_cmolkg,logTransform,int10CVrep10,SG1stDer,5,69,0.5620658896582842,-0.0030393273849142186,0.5224749385030982,0.7224182074506613,1.3664764605877762,1.813345079587361
1,potassium_cmolkg,logTransform,int10CVrep10,SNV,5,69,0.548388158814103,-0.012051365239731071,0.5215820514641524,0.7191819157110884,1.4009940843073758,1.8591507446948743
1,potassium_cmolkg,logTransform,int10CVrep10,SNVplusSG1stDer,5,69,0.562516103776068,-0.012999020408486982,0.5206745825478865,0.7209767508170886,1.3653484077124372,1.8118481279822594
1,potassium_cmolkg,logTransform,int10CVrep10,wavelet,5,69,0.5629199846494615,0.0016958116890995194,0.5303125920822516,0.7279970020480928,1.364106320929028,1.8101998508094885
2,carbon_org_perc,logTransform,int10CVrep10,BOC,20,69,0.4769048808495832,-0.010359006424754243,0.8551292534088749,0.9221646980638378,2.569393070829627,3.401332517050379
2,carbon_org_perc,logTransform,int10CVrep10,raw,10,69,0.46859530304578145,0.03470578028446787,0.8475330130495348,0.9176042265337992,2.578907959486167,3.413928215447415
2,carbon_org_perc,logTransform,int10CVrep10,SG1stDer,7,69,0.36545893495254833,0.01032921354676245,0.9076966529517307,0.9519038042959349,3.3096629544551526,4.381293136993826
2,carbon_org_perc,logTransform,int10CVrep10,SNV,8,69,0.40518572495399535,0.03150741814689199,0.8868913844812929,0.9403745521564405,2.984315504640909,3.9506019854701364
2,carbon_org_perc,logTransform,int10CVrep10,SNVplusSG1stDer,7,69,0.3800588770836585,0.007552364295577086,0.90002247740192165,0.9475137808700494,3.1778871162357634,4.206849822506155
2,carbon_org_perc,logTransform,int10CVrep10,wavelet,7,69,0.37462765682937277,-7.777853038028451e-4,0.9031563632631031,0.9496935622719972,3.22414442969953,4.268084713431154
